GENDER;INTERNET;TV;COMPUTER;WASHING_MCH;MIC_OVEN;CAR;DVD;FRESH;PHONE;MOBILE;SCHOOL_NAT;SCHOOL_TYPE;MAT_S11;CR_S11;CC_S11;BIO_S11;ENG_S11;ACADEMIC_PROGRAM;QR_PRO;CR_PRO;CC_PRO;ENG_PRO;WC_PRO;FEP_PRO;G_SC;PERCENTILE;2ND_DECILE;QUARTILE;SEL;SEL_IHE
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;59;49;40;62;40;CIVIL ENGINEERING;64;50;19;22;7;151;130;25;2;2;1;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;70;58;65;65;59;CHEMICAL ENGINEERING;91;78;58;57;97;154;173;85;5;4;2;2
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;70;60;56;71;48;CIVIL ENGINEERING;85;67;72;78;74;170;170;83;5;4;2;2
M;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;87;96;90;87;62;ELECTRIC ENGINEERING;100;99;98;94;85;151;207;100;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;73;71;77;74;55;CHEMICAL ENGINEERING;82;78;95;86;5;188;167;80;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;76;69;82;95;90;CIVIL ENGINEERING;93;96;8;97;88;192;177;89;5;4;4;4
F;No;Yes;Yes;No;No;No;Yes;No;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;53;56;51;54;44;INDUSTRIAL ENGINEERING;9;14;29;63;28;71;127;20;2;1;4;2
F;No;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;70;68;70;64;50;CHEMICAL ENGINEERING;90;49;88;60;68;157;167;79;4;4;2;2
M;No;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;82;59;52;69;57;INDUSTRIAL ENGINEERING;90;71;55;60;43;163;160;71;4;3;4;2
M;No;Yes;No;No;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;77;57;70;67;50;MECHANICAL ENGINEERING;97;67;3;82;73;173;160;71;4;3;2;2
M;No;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;50;51;58;59;INDUSTRIAL ENGINEERING;80;23;29;72;40;122;146;50;3;3;3;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;42;50;56;47;48;INDUSTRIAL ENGINEERING;19;10;9;45;49;116;123;15;1;1;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;82;60;81;70;INDUSTRIAL ENGINEERING;94;89;97;92;100;197;201;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;68;77;55;70;74;MECHANICAL ENGINEERING;95;73;57;88;25;148;167;80;5;4;3;2
F;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;50;56;55;45;48;CIVIL ENGINEERING;74;55;59;34;3;142;141;41;3;2;1;1
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;56;61;52;57;53;INDUSTRIAL ENGINEERING;80;69;40;17;56;153;149;55;3;3;2;2
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;62;58;82;60;CIVIL ENGINEERING;91;61;56;69;5;171;152;60;4;3;3;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;58;64;61;74;INDUSTRIAL ENGINEERING;69;92;85;98;81;161;185;94;5;4;4;3
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;66;53;61;65;PRODUCTION ENGINEERING;74;63;24;84;67;145;158;69;4;3;4;4
M;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;67;50;58;65;48;CIVIL ENGINEERING;92;14;2;14;21;108;126;19;1;1;1;1
M;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;61;67;62;65;58;CIVIL ENGINEERING;96;75;88;85;36;182;175;88;5;4;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;56;42;66;70;INDUSTRIAL ENGINEERING;83;19;63;92;4;4;150;57;3;3;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;56;52;56;61;49;CIVIL ENGINEERING;93;72;79;75;61;192;172;84;5;4;2;2
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;43;56;46;49;INDUSTRIAL ENGINEERING;21;30;44;41;19;141;131;26;2;2;2;2
M;No;No;No;No;No;No;No;No;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;78;60;60;65;42;CIVIL ENGINEERING;95;95;98;5;70;171;174;87;5;4;1;1
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;49;41;33;46;50;INDUSTRIAL ENGINEERING;31;25;5;13;53;71;122;14;1;1;3;1
F;No;No;No;No;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;43;43;43;48;43;MECHANICAL ENGINEERING;34;5;8;10;95;137;128;21;2;1;1;1
F;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;50;55;48;56;57;INDUSTRIAL ENGINEERING;44;74;73;59;99;161;170;82;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;77;70;75;90;ELECTRONIC ENGINEERING;96;83;96;96;98;157;200;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;81;66;65;74;55;ELECTRONIC ENGINEERING;95;81;85;80;27;85;173;85;5;4;4;2
M;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;PRIVATE;ACADEMIC;76;66;73;87;80;CHEMICAL ENGINEERING;99;90;88;65;56;146;179;90;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;81;91;77;85;CIVIL ENGINEERING;99;100;99;98;44;196;200;99;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;40;35;42;45;42;INDUSTRIAL ENGINEERING;57;10;13;48;5;114;122;14;1;1;1;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;57;54;58;58;INDUSTRIAL ENGINEERING;80;42;84;56;45;161;157;67;4;3;2;2
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;49;56;58;58;INDUSTRIAL ENGINEERING;81;47;59;89;83;140;168;81;5;4;2;2
M;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;61;56;54;66;68;MECHANICAL ENGINEERING;98;51;44;85;89;173;173;85;5;4;2;1
M;No;Yes;No;No;Yes;No;No;Yes;Yes;No;PRIVATE;ACADEMIC;58;57;60;55;52;ELECTRONIC ENGINEERING;54;38;13;36;91;159;144;46;3;2;1;1
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;71;60;58;72;65;INDUSTRIAL ENGINEERING;81;49;72;82;51;187;163;75;4;4;2;2
F;No;No;No;No;No;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;52;38;45;50;48;INDUSTRIAL ENGINEERING;16;5;7;10;86;124;121;13;1;1;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;59;58;59;46;CIVIL ENGINEERING;96;52;52;80;85;107;170;83;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;55;60;55;65;53;INDUSTRIAL ENGINEERING;66;49;57;81;98;139;169;81;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;61;61;56;54;62;INDUSTRIAL ENGINEERING;83;31;58;61;23;150;149;55;3;3;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;45;48;58;48;CHEMICAL ENGINEERING;82;32;22;46;61;164;145;48;3;2;1;1
F;No;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;48;64;55;49;48;MECHANICAL ENGINEERING;47;43;74;37;0;130;118;10;1;1;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;65;62;67;100;CIVIL ENGINEERING;66;97;72;99;69;69;182;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;40;44;45;53;INDUSTRIAL ENGINEERING;42;5;10;64;23;120;125;17;1;1;2;2
F;No;No;No;No;No;No;No;No;No;No;PRIVATE;ACADEMIC;57;54;56;71;70;CHEMICAL ENGINEERING;43;71;86;81;31;161;161;73;4;3;4;3
F;No;No;No;No;No;No;No;No;No;No;PRIVATE;ACADEMIC;74;63;67;77;82;CIVIL ENGINEERING;79;86;93;89;72;171;182;92;5;4;4;4
F;No;No;No;No;No;No;No;No;No;No;PRIVATE;ACADEMIC;59;60;58;64;53;INDUSTRIAL ENGINEERING;41;68;41;76;98;141;165;77;4;4;4;3
F;No;No;No;No;No;No;No;No;No;No;PRIVATE;ACADEMIC;67;66;77;61;78;CHEMICAL ENGINEERING;76;78;67;88;72;137;172;85;5;4;2;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;75;65;73;59;INDUSTRIAL ENGINEERING;86;80;94;80;71;195;179;90;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;77;68;88;74;85;INDUSTRIAL ENGINEERING;97;3;25;100;80;99;163;75;4;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;52;53;57;73;CIVIL ENGINEERING;58;15;49;83;43;151;147;52;3;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;62;62;65;90;INDUSTRIAL ENGINEERING;88;97;80;98;28;148;182;92;5;4;2;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;68;65;57;70;65;INDUSTRIAL ENGINEERING;84;80;63;81;95;190;177;89;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;69;57;71;78;INDUSTRIAL ENGINEERING;75;78;68;99;23;178;170;83;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;60;68;57;57;59;INDUSTRIAL ENGINEERING;59;83;59;80;67;147;165;78;4;4;3;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;59;59;61;62;68;INDUSTRIAL ENGINEERING;95;72;78;84;19;196;169;81;5;4;4;3
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;56;67;58;90;INDUSTRIAL ENGINEERING;93;2;29;97;22;182;148;54;3;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;57;55;62;71;50;CIVIL ENGINEERING;73;64;81;68;84;144;169;81;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;65;59;78;85;MECHANICAL ENGINEERING;97;90;58;97;28;28;178;89;5;4;4;4
M;No;No;No;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;61;69;57;65;78;INDUSTRIAL ENGINEERING;97;82;96;87;72;175;187;95;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;68;59;81;85;INDUSTRIAL ENGINEERING;84;80;97;93;92;193;190;96;5;4;4;4
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;80;61;55;65;78;INDUSTRIAL ENGINEERING;86;74;5;86;68;182;158;68;4;3;2;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;59;55;60;82;INDUSTRIAL ENGINEERING;50;57;74;96;3;158;154;63;4;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;60;62;70;85;ELECTRONIC ENGINEERING;74;70;79;95;87;168;179;90;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;71;62;84;90;INDUSTRIAL ENGINEERING;90;92;26;96;73;148;175;87;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;56;59;62;73;INDUSTRIAL ENGINEERING;88;97;84;88;74;164;185;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;100;68;69;88;90;CHEMICAL ENGINEERING;100;99;95;100;81;201;222;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;79;65;66;78;95;INDUSTRIAL ENGINEERING;98;82;84;99;92;153;195;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;69;63;90;75;82;CHEMICAL ENGINEERING;100;84;47;94;72;131;182;92;5;4;4;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;66;62;74;78;CIVIL ENGINEERING;100;88;87;99;79;144;196;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;71;65;82;100;INDUSTRIAL ENGINEERING;100;95;96;99;71;205;203;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;66;68;80;90;INDUSTRIAL ENGINEERING;99;99;99;100;83;173;207;100;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;52;61;62;78;INDUSTRIAL ENGINEERING;94;77;92;96;92;148;191;97;5;4;4;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;76;73;76;85;INDUSTRIAL ENGINEERING;88;46;20;93;29;151;156;66;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;61;60;72;82;CHEMICAL ENGINEERING;62;85;84;83;77;171;174;87;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;80;62;89;82;INDUSTRIAL ENGINEERING;98;99;97;100;88;106;207;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;60;54;64;75;ELECTRONIC ENGINEERING;81;70;54;97;87;160;176;88;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;56;57;74;95;CHEMICAL ENGINEERING;100;93;90;100;30;186;209;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;53;62;56;80;INDUSTRIAL ENGINEERING;95;39;90;91;74;160;178;89;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;63;82;94;100;INDUSTRIAL ENGINEERING;100;93;98;100;98;191;227;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;60;59;65;80;CHEMICAL ENGINEERING;76;62;68;99;98;174;183;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;61;57;77;100;INDUSTRIAL ENGINEERING;100;92;99;98;89;161;205;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;79;65;65;100;INDUSTRIAL ENGINEERING;94;79;80;98;89;192;188;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;68;59;73;82;INDUSTRIAL ENGINEERING;90;76;97;98;88;209;191;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;79;62;81;95;CHEMICAL ENGINEERING;98;91;73;100;32;170;184;93;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;72;55;68;82;INDUSTRIAL ENGINEERING;96;58;68;98;31;181;172;85;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;50;57;76;82;CHEMICAL ENGINEERING;80;57;33;99;81;108;170;83;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;56;59;73;85;INDUSTRIAL ENGINEERING;100;94;89;97;98;207;205;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;58;60;68;90;INDUSTRIAL ENGINEERING;99;88;55;100;82;167;189;96;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;71;68;82;95;INDUSTRIAL ENGINEERING;100;100;90;100;94;170;229;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;68;79;85;85;CHEMICAL ENGINEERING;100;100;100;100;99;219;238;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;96;69;86;87;95;INDUSTRIAL ENGINEERING;98;93;99;99;98;165;207;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;78;65;87;100;CHEMICAL ENGINEERING;98;94;99;100;100;181;228;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;89;76;79;78;95;INDUSTRIAL ENGINEERING;99;100;99;100;95;206;227;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;80;66;72;90;INDUSTRIAL ENGINEERING;98;51;75;100;71;174;183;93;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;73;71;98;95;INDUSTRIAL ENGINEERING;100;90;99;100;99;191;243;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;66;68;84;100;MECHANICAL ENGINEERING;92;97;99;98;100;190;214;100;5;4;3;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;68;62;76;82;INDUSTRIAL ENGINEERING;98;97;89;94;96;160;200;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;55;47;40;40;CIVIL ENGINEERING;98;88;60;81;65;212;177;89;5;4;2;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;62;61;64;80;CIVIL ENGINEERING;95;96;92;96;96;152;199;99;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;71;59;88;90;CHEMICAL ENGINEERING;97;86;53;92;97;170;186;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;69;62;81;90;MECHANICAL ENGINEERING;92;99;99;99;62;150;198;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;70;55;68;82;INDUSTRIAL ENGINEERING;95;80;95;91;93;154;191;97;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;92;67;83;82;CIVIL ENGINEERING;92;88;75;100;61;180;185;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;76;66;82;90;ELECTRONIC ENGINEERING;70;100;87;100;51;159;190;96;5;4;4;2
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;74;76;84;85;INDUSTRIAL ENGINEERING;96;96;99;99;93;178;205;100;5;4;4;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;97;71;79;92;100;MECHANICAL ENGINEERING;99;98;89;99;85;207;201;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;68;62;66;95;CIVIL ENGINEERING;100;68;3;93;37;132;161;73;4;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;78;59;93;100;CIVIL ENGINEERING;91;91;79;94;82;175;186;95;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;61;68;70;75;INDUSTRIAL ENGINEERING;78;88;72;87;100;130;190;96;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;68;73;68;85;INDUSTRIAL ENGINEERING;71;42;89;93;62;172;170;83;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;66;65;64;82;CIVIL ENGINEERING;78;58;98;98;39;152;178;90;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;66;71;87;82;INDUSTRIAL ENGINEERING;96;95;96;94;90;183;198;98;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;58;68;81;90;INDUSTRIAL ENGINEERING;98;57;54;96;100;166;203;99;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;63;57;78;82;INDUSTRIAL ENGINEERING;83;87;80;93;74;188;181;91;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;66;75;80;78;INDUSTRIAL ENGINEERING;99;94;100;96;46;221;196;98;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;56;71;82;76;INDUSTRIAL ENGINEERING;92;97;92;93;75;182;192;97;5;4;4;2
F;No;No;Yes;No;No;Yes;No;Yes;No;Yes;PRIVATE;ACADEMIC;61;63;54;72;75;CIVIL ENGINEERING;98;85;80;93;23;171;179;90;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;71;59;65;100;MECHANICAL ENGINEERING;98;87;84;100;85;139;195;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;53;59;87;85;CHEMICAL ENGINEERING;100;99;98;96;97;216;212;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;66;50;61;76;INDUSTRIAL ENGINEERING;72;73;54;90;40;195;164;76;4;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;63;69;75;85;MECHANICAL ENGINEERING;95;80;79;98;80;161;186;95;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;96;75;71;100;95;MECHANICAL ENGINEERING;100;99;99;99;97;178;214;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;61;59;64;82;INDUSTRIAL ENGINEERING;86;66;32;97;83;151;171;84;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;62;71;68;90;INDUSTRIAL ENGINEERING;94;92;100;100;28;192;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;96;65;72;85;90;INDUSTRIAL ENGINEERING;99;95;98;96;82;182;201;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;69;77;74;100;CIVIL ENGINEERING;100;94;99;100;99;167;230;100;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;61;57;58;90;INDUSTRIAL ENGINEERING;89;78;96;89;68;185;183;93;5;4;3;3
